1,1,"日替わり（小）",200,1
2,1,"日替わり（中）",350,1
3,1,"日替わり（大）",400,1
4,1,"玄米弁当　鶏じぶ煮",350,1
5,1,"玄米弁当　豚キムチ炒め",350,1
6,1,"玄米弁当　サバの西京焼き",350,1
7,1,"ゆし豆腐",150,1
8,1,"チャンプルー",350,1
9,1,"沖縄そば",350,1
10,1,"沖縄そばセット",450,1
11,1,"カレーライス",350,1
12,1,"カツカレー",450,1
13,1,"おにぎり",60,1
14,1,"ジューシー",80,1
15,1,"ジューシーパック（２個入り）",150,1
16,2,"日替わり",350,1
17,3,"日替わり",350,1
18,4,"ハーフ＆ハーフ（小）",300,1
19,4,"ハーフ＆ハーフ（中）",350,1
20,4,"ハーフ＆ハーフ（大）",400,1
