1,1,"白米"
2,1,"じゅーしー"
3,1,"チャーハン"
4,1,"カレー"
5,2,"チャーハン"
6,2,"カレー"
7,2,"天津飯"
8,2,"ちゃんぽん"
9,2,"カツ丼"
10,2,"天丼"
11,2,"牛丼"
12,2,"親子丼"
